song_id,0,1,2,3,4,5,6,7,8,9
541854,0.051030513,-0.1600114,0.1089701,0.01110353,-0.08712929,0.11282214,-0.2439236,0.11135491,0.08340098,0.08319027
66242075,0.014992939,0.01588627,0.2055411,-0.07010553,-0.19239771,-0.3078332,-0.23819348,0.13713408,0.23368545,0.20652829
552402,0.121042214,-0.1523671,-0.05092478,0.10214791,0.06858294,0.24530326,-0.30650344,0.06045019,-0.01769208,0.028371861
71499473,0.05103282,-0.16001123,0.10896657,0.01110333,-0.087126784,0.112823166,-0.243926,0.11135169,0.083404414,0.08318973
368700061,0.15171468,-0.08923469,0.13904656,-0.16232064,-0.09304733,-0.05481564,0.034648128,0.054477315,-0.034690604,0.12380217
548408432,0.060833473,-0.018863756,0.065751985,0.16661495,-0.14461711,-0.13231778,-0.12733729,0.0022258633,0.10821667,1.987322e-05
381335931,0.060941454,-0.036169413,-0.03826765,0.22492334,-0.3450072,-0.16465378,-0.15253063,0.18923037,0.11915495,0.15040179
102364674,0.0651023,0.020009099,-0.045308933,-0.024812238,-0.099066906,-0.004444177,0.011199943,0.008025346,0.17013943,-0.02761503
2149886,0.06510351,0.020010078,-0.045306846,-0.02481517,-0.09906783,-0.0044444273,0.011200959,0.008025896,0.1701378,-0.027614415
66472794,0.3081366,0.04864487,0.019984268,0.049330782,0.008369797,0.08568408,-0.18657625,0.034601443,-0.17858414,-0.13966465
460476022,-0.1242917,-0.114262104,0.45292562,0.08304309,-0.1375307,-0.24640201,0.017202543,0.0104169855,-0.026164105,0.0949459
477890512,0.061242238,-0.14146133,0.17502606,0.19735517,0.025949258,-0.1526243,-0.11398398,0.045769565,-0.09903326,0.057158615
66756023,0.05103256,-0.1600086,0.10896638,0.011102298,-0.08712943,0.1128219,-0.24392666,0.11135805,0.08340472,0.083186865
70834770,0.065102845,0.020010227,-0.045310564,-0.024814107,-0.09906792,-0.00444205,0.011199028,0.00802406,0.17014125,-0.027613137
132615908,-0.21643059,0.064743504,0.34724045,0.054083053,-0.05729639,-0.23605973,-0.17479117,0.009730896,0.011348887,0.25253913
101529814,0.043886226,-0.0218025,0.03244294,0.25083777,0.13590552,-0.0756864,-0.16550456,0.019072643,-0.17079337,0.02915504
882920,0.16647844,-0.17754121,0.09494957,-0.023934342,0.12104788,0.10645381,-0.28734806,0.010605245,0.10067352,-0.050155655
63461128,0.22168756,-0.1732692,-0.17850992,0.19240837,0.20157965,0.29319456,-0.23804608,0.056566376,-0.17380722,-0.08742884
2043943,0.06510203,0.020009572,-0.045312013,-0.0248143,-0.09906735,-0.0044424017,0.011199669,0.008024773,0.17014246,-0.027613305
438501212,0.36234736,-0.03412518,0.13217035,-0.04797018,0.10249733,-0.08617144,0.10018251,-0.13678701,-0.20991917,-0.122838184
113366542,0.20100565,-0.041499585,0.074296705,0.18643132,-0.051291745,0.019690702,-0.12231972,0.15132326,-0.2545638,-0.077846296
130414758,0.040008865,-0.11353574,0.07320397,0.30248934,0.1360461,-0.15532352,-0.033739097,0.038770173,-0.2520546,0.045342945
89815713,0.21390435,-0.06474832,-0.039620385,0.13251083,0.21488653,-0.13642445,-0.11571792,0.04103786,-0.18286978,0.0008418468
104622802,-0.013085642,0.24941875,0.23634222,-0.07658808,-0.1379744,-0.18729158,0.1083161,-0.022355882,-0.063746266,-0.016492354
347363781,0.06510189,0.020009266,-0.045316797,-0.024814112,-0.0990664,-0.004438403,0.01119957,0.008023818,0.17014255,-0.027611682
127248277,0.065103695,0.020008491,-0.045317747,-0.024811827,-0.09906792,-0.0044405586,0.01120212,0.008023198,0.17014192,-0.027611878
81106150,0.20100492,-0.041500784,0.07429739,0.18643352,-0.05129618,0.019693198,-0.122320704,0.15132532,-0.2545623,-0.07784849
443082652,-0.25918967,-0.036284912,0.31831288,0.14172336,-0.17179197,-0.08742577,-0.16279678,-0.13278084,0.18063505,0.22689798
2464502,0.12656656,-0.006459974,-0.016465256,0.23607893,0.1514661,0.24031518,-0.20094568,-0.0941944,-0.28524244,-0.032165978
103205072,-0.26184553,0.08991494,0.20133732,0.18015774,-0.10973528,-0.09721769,-0.19393544,0.059563737,-0.10700007,0.3310479
144273854,0.14425167,-0.23580189,0.18772876,-0.01816761,0.34245154,-0.14790809,-0.15054265,0.021582654,-0.022404265,-0.075082995
7429842,0.118847646,0.043931335,-0.023409285,0.14409873,0.0771295,-0.08034697,-0.21455912,-0.036638502,-0.016714863,0.018567357
313644,0.15319957,-0.12796418,-0.04937862,0.07180846,0.18700616,0.3159443,-0.32168263,-0.0005580773,-0.0957954,-0.022862501
104277152,0.18951961,-0.19766545,-0.18006541,0.22274442,0.0831604,0.22254677,-0.2228571,0.117574096,-0.09569366,-0.036194555
10770665,0.28519526,0.080535986,-0.011222385,0.0009889386,0.12307468,0.058605686,-0.20769946,0.08945537,-0.26040006,-0.06955905
546583602,0.12105045,-0.098617285,-0.05678313,-0.038958516,0.08627233,-0.18702155,-0.2102467,0.21989818,0.11399056,0.08819327
3333682,-0.03044514,0.041065417,0.059654597,0.05597375,-0.24484651,-0.16898437,-0.25734195,0.18697679,0.11531736,0.28505212
99556710,0.06510337,0.020006986,-0.045316752,-0.02481282,-0.09906606,-0.0044386904,0.011202327,0.008023935,0.17013888,-0.027610946
530221071,0.029140476,-0.038771074,-0.022869475,0.1499546,0.29518652,-0.08865531,-0.13312216,0.14533152,-0.058391836,-0.19213128
14214930,0.20171626,0.14361523,0.21989976,-0.236648,-0.07602181,-0.11915791,-0.3735496,0.08479144,0.17340307,0.0027890964
4209612,0.051033784,-0.16001235,0.10896879,0.011105213,-0.087131016,0.11282028,-0.24392506,0.11135564,0.08340428,0.08318742
381458141,0.23317218,-0.01710891,0.07584571,0.1560931,0.06715496,0.09034554,-0.13751619,0.09031424,-0.33268392,-0.12908074
7164537,0.118850686,0.043929752,-0.023416754,0.14410067,0.07713108,-0.08034642,-0.21455652,-0.0366418,-0.016711129,0.018565957
2171456,0.065101855,0.020007871,-0.04531295,-0.024811478,-0.09906748,-0.0044407914,0.011200763,0.008023308,0.17014058,-0.02761243
10154617,0.21390182,-0.06474553,-0.039621264,0.13250971,0.21488933,-0.13642296,-0.11572245,0.04104005,-0.18286641,0.00083780696
347557071,-0.01865162,0.011840514,0.044244166,0.053152163,-0.08194067,0.03320707,-0.20730908,0.18525206,0.16574478,-0.11234379
130914064,-0.090067044,-0.010832588,0.21923761,0.08888714,-0.1631063,-0.2777404,0.19939376,-0.13250591,-0.015429193,0.20289108
91599884,0.06254873,-0.003811101,0.3632926,-0.025229726,-0.22155416,-0.090070486,-0.1433865,0.14508076,-0.07546442,0.04156557
133379176,0.09299696,0.005524925,0.06729766,0.13629484,-0.026187783,-0.061669122,-0.14253436,-0.058783066,0.03011096,-0.05121761
93026294,0.2349573,-0.22285163,-0.03418321,0.096670106,0.13560104,0.08369586,-0.20369284,0.06773398,0.022665646,-0.114710845
7239011,0.27558678,0.0047514015,-0.043929026,-0.17517014,0.08417362,-0.06899405,-0.33043936,0.22856297,0.13182537,-0.0642995
135980080,0.13480726,-0.15185362,0.019413825,-0.06686543,-0.10424445,0.07515548,-0.02539113,-0.06589862,0.08777436,0.16794549
14099367,-0.055434454,0.13676697,0.34827316,-0.06198773,-0.24458517,-0.0610601,-0.2633388,0.122251675,0.008871111,0.12936975
90428591,0.065101966,0.02001079,-0.04531099,-0.024812773,-0.099066205,-0.004438891,0.011198874,0.008021809,0.17013805,-0.02761152
61686262,0.11328305,-0.043816485,0.087968156,0.04224369,0.081903,-0.18433799,-0.18420231,0.04492722,-0.026772318,0.11664504
3107326,0.051031794,-0.1600068,0.10897435,0.011102372,-0.087131135,0.1128241,-0.24393404,0.111354925,0.083403096,0.083189204
128096023,-0.02998185,-0.12117308,0.23310077,0.21144931,-0.019664459,-0.28781638,0.028849883,0.089670144,-0.1509674,0.10013707
