song_id,car,chill,club,dance,gym,happy,night,party,relax,running,sad,sleep,summer,work,workout
92310738,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
129128022,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
541854,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
376989861,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
79472617,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
82279478,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
66242075,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
552402,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
71499473,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
579924702,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
368700061,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
74417630,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
548408432,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
576822232,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
432207642,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
381335931,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
102364674,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2149886,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
66472794,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
134525902,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
460476022,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
477890512,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
66756023,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8134111,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
70834770,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
132615908,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5754241,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
101529814,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
882920,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
73517668,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
63461128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2043943,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
636608192,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
438501212,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
95585876,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
113366542,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
130414758,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
89815713,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
104622802,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
400602332,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100651370,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
347363781,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
127248277,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
81106150,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
443082652,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2464502,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
103205072,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5479982,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
426758182,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
144273854,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7429842,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
313644,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
104277152,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10770665,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
546583602,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3333682,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
99556710,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
530221071,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14214930,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4209612,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
381458141,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120817818,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7164537,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2171456,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10154617,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
119682450,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
347557071,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
130914064,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2511224,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
91599884,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
133379176,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
93026294,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7239011,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
135980080,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14099367,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
90428591,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
61686262,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3107326,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
135374166,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
128096023,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3120672,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
64153419,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
70079414,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
399203362,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
78669561,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
68566696,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
357426771,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100423002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
65492092,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
569166522,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
134522360,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
89077549,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5093943,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
346460821,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75457476,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
101153636,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
145609060,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10424282,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75805331,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
82664634,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15179215,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
88449443,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
561855552,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1573881,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17135122,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
130018150,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
114395862,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100614636,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
140857423,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
142337019,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
32142121,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
565056,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
414634862,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
66425986,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
90802377,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
620293172,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6322630,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
422293172,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
57630641,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
134948420,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
69189760,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
78647537,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3135556,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12791224,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2301225,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
90661201,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
867061,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2234269,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
397141412,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
72059773,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
135429852,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
679225,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
72918600,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
81294306,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
82474322,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
472898512,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
408181092,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
813385,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3158268,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
620278292,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
347363751,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3090467,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7117048,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
71704909,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1114748,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1195496,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
376208401,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2120967,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
588702,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3765803,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
74961888,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
63358012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1161682,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
