song_id,car,chill,club,dance,gym,happy,night,party,relax,running,sad,sleep,summer,work,workout
204074,0,0,58,349,12,0,20,19,0,20,0,0,7,0,0
204075,0,0,29,130,5,0,10,7,0,5,0,0,6,0,0
204076,0,0,67,301,6,0,16,48,0,11,0,0,8,3,0
204078,0,0,7,38,0,0,0,3,0,0,0,0,0,0,0
204082,0,0,7,19,0,0,3,0,0,0,0,0,0,0,0
204083,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0
211331,0,7,3,13,0,0,3,6,3,0,0,0,5,0,0
213130,0,0,10,76,5,0,3,11,0,0,0,0,0,0,0
213473,3,0,3,167,6,21,13,45,4,3,0,0,0,0,0
213539,10,8,7,222,4,17,23,87,8,14,0,0,4,3,0
213542,3,3,0,63,3,11,4,20,0,3,0,0,0,0,0
217337,0,0,0,41,0,4,4,4,0,0,0,0,0,0,0
218036,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0
218753,0,15,0,0,0,0,10,0,16,0,3,191,0,36,0
218754,10,46,0,53,10,35,19,71,28,9,0,0,15,9,0
218841,0,7,4,8,0,5,0,16,0,0,0,0,0,0,0
220304,0,4,10,0,0,0,3,4,0,0,0,0,0,0,0
224806,0,9,0,6,0,4,0,8,4,0,0,0,6,0,0
226577,0,23,5,4,0,0,0,6,0,0,0,0,0,0,0
228670,6,11,3,119,0,0,22,24,5,7,5,3,28,0,0
231820,0,14,0,24,4,6,6,9,4,4,0,0,8,0,0
237406,3,0,0,24,0,0,5,8,0,0,0,3,5,0,0
239070,0,13,0,7,0,7,4,12,7,0,0,0,4,6,0
240855,0,0,4,7,0,0,0,6,0,0,0,0,0,0,0
240866,0,0,5,18,5,5,0,16,0,0,0,0,3,0,0
241034,0,0,4,113,9,6,14,28,0,3,0,0,3,0,0
243446,0,0,6,33,0,0,4,12,0,3,0,0,3,0,0
246522,0,6,5,53,0,0,6,15,0,0,0,0,0,0,0
249485,8,42,0,38,3,8,6,28,8,22,8,0,15,0,0
250290,0,0,3,23,0,0,0,7,0,0,0,0,0,0,0
254391,7,0,15,82,21,0,3,18,0,11,0,0,5,4,11
254954,4,0,7,79,0,4,3,47,0,0,0,0,0,0,0
263296,0,3,7,112,0,0,0,4,0,3,0,0,0,0,0
263314,0,0,4,108,4,0,18,38,0,9,0,0,3,0,0
263316,0,5,6,70,4,4,6,12,0,8,0,0,0,0,0
263326,0,0,12,258,3,0,5,17,0,7,0,0,6,0,0
263327,0,0,32,516,6,4,10,51,0,6,0,0,10,0,0
263328,0,0,13,584,4,0,3,9,0,0,0,0,0,0,0
263331,0,4,4,193,0,0,4,11,0,0,0,0,6,3,0
263332,0,0,7,189,0,0,0,10,0,0,0,0,0,0,0
263333,0,0,16,181,3,0,5,12,0,8,0,0,4,0,0
263335,0,0,3,94,0,0,0,4,0,0,0,0,0,0,0
263337,0,0,4,86,0,0,0,0,0,0,0,0,0,0,0
263338,0,0,21,786,11,3,11,49,0,8,0,0,4,0,0
263344,0,0,12,137,0,0,31,19,0,5,0,0,3,0,0
263350,0,0,4,81,0,4,5,11,0,0,0,0,0,0,0
263351,0,0,3,37,4,0,0,5,0,0,0,0,0,0,0
263416,0,0,4,113,0,0,10,22,0,3,0,0,0,0,0
263418,5,0,5,68,3,0,11,15,0,4,0,0,3,0,0
263419,0,0,0,98,6,6,5,12,0,6,0,0,0,0,0
264598,0,15,0,12,0,7,7,5,12,12,8,0,17,0,0
265143,0,0,3,86,7,0,0,0,0,3,0,0,0,0,0
265147,0,0,8,80,4,0,0,3,0,3,0,0,0,0,0
265149,0,0,3,110,0,0,0,4,0,0,0,0,0,0,0
267333,0,0,26,21,0,0,0,8,0,0,0,0,0,0,0
269389,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
270153,0,4,0,39,0,10,6,19,0,0,0,0,0,3,0
280556,0,3,26,321,10,23,19,108,0,12,0,0,28,0,0
281204,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0
286428,0,0,9,225,0,0,0,11,0,0,0,0,4,0,0
286429,0,0,24,383,3,0,3,22,0,4,0,0,16,0,0
286430,0,0,22,827,8,3,9,36,0,14,0,0,0,0,0
286434,0,0,4,231,3,0,0,11,0,3,0,0,0,0,0
286552,0,0,22,349,4,0,11,25,0,6,0,0,0,0,0
286553,0,0,10,84,0,0,3,0,0,0,0,0,0,0,0
286554,0,6,29,567,9,9,16,32,7,31,0,0,7,0,0
286559,0,0,9,67,0,0,3,0,0,0,0,0,0,0,0
286561,0,0,19,459,4,3,0,16,0,12,0,0,4,3,0
286562,0,0,6,210,0,0,5,7,0,3,0,0,0,0,0
286576,0,0,4,93,0,6,12,24,0,5,0,0,0,0,0
286577,0,0,3,56,4,4,5,13,0,0,0,0,4,0,0
286578,0,0,4,78,11,4,7,28,0,9,0,0,0,0,0
286579,0,0,7,134,6,5,8,23,0,4,0,0,0,0,0
286583,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0
290012,0,3,0,5,0,0,3,3,7,0,4,4,3,0,0
290013,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
291446,0,0,0,4,0,3,8,0,9,0,13,0,7,3,0
291907,0,69,0,12,0,22,27,24,75,3,11,11,9,9,0
291992,0,0,47,227,9,0,17,25,0,11,0,0,6,0,0
291993,0,0,16,80,4,0,8,14,0,4,0,0,0,0,0
292013,0,4,25,152,7,7,17,28,0,23,0,0,9,3,0
292018,0,0,8,25,0,0,0,4,0,0,0,0,0,3,0
292061,0,0,16,92,21,0,8,21,0,15,0,0,4,0,3
292063,0,0,11,41,5,0,5,15,0,4,0,0,3,0,0
292067,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0
293192,0,0,3,20,4,5,3,11,0,0,0,0,0,0,0
294445,0,0,6,144,0,6,13,30,0,0,0,0,0,0,0
301623,0,10,0,6,0,3,4,6,8,0,0,0,4,4,0
301689,0,15,0,0,0,4,5,5,8,0,3,4,4,4,0
304832,0,0,0,25,0,3,4,0,0,3,0,0,0,0,0
304842,0,0,0,9,0,3,0,3,0,0,0,0,3,0,0
304844,0,10,10,124,11,10,13,35,0,11,0,0,16,0,0
309174,17,31,27,693,49,40,31,584,29,35,0,3,204,21,14
